,folder_file,cell_ID,data_type,drug,replication_no,aplication_order,drug_in,drug_out,I_setting (nA/'steps'),R_series_Mohm,cell_type,voltage_threshold,max_firing,FI_slope,sag,AP_width,AP_height,AP_slope,mouseline,rheobased_threshold,tau_rc,mean_max_firing,SD_max_firing,mean_FI_slope,SD_FI_slope,mean_rheobased_threshold,mean_voltage_threshold_file,SD_voltage_threshold_file,mean_AP_height_file,mean_AP_slope_file,mean_AP_width
604,JJB230216/t12,CTG230218b,FP,PRE,2,0,,,,,,"[-37.094063, -35.485313, -38.176876, -38.053123, -36.939377, -38.579063, -37.527187, -36.722813, -38.393436]",24.71698751515642,0.2000000000000003,"[Sag(val=0.015476916, steady_state=-100.031944, current_inj=-120.0), Sag(val=0.022702955, steady_state=-97.11707, current_inj=-100.0)]","[5.2, 5.4, 6.4, 6.4, 6.2, 7.1, 6.6, 6.3, 7.8]","[53.645626, 55.34719, 57.017815, 58.03875, 57.1725, 58.1625, 57.6675, 57.265312, 58.440937]","[38.31830433436803, 36.89812723795573, 33.53989096248851, 32.2437498304579, 33.63088271197151, 29.081249237060547, 30.351315548545436, 31.814062330457897, 20.871763229370117]",CTG,113.33333333333354,"[Tau(val=32.2, steady_state=-45.696037, current_inj=140.0), Tau(val=22.8, steady_state=-53.48103, current_inj=120.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-37.44124984741211,0.9332413077354431,56.97312545776367,31.8610383802973,6.377777777777777
605,JJB230216/t13,CTG230218b,FP,PRE,3,0,,,,,,"[-39.321564, -39.012188, -40.002186, -39.105]",22.293277557395832,0.2500000000000004,"[Sag(val=0.0249231, steady_state=-98.57337, current_inj=-120.0), Sag(val=0.048954144, steady_state=-95.396225, current_inj=-100.0)]","[6.4, 5.7, 6.2, 5.9]","[62.586563, 61.96781, 62.586563, 62.029686]","[27.211549178413726, 41.31187438964844, 36.815625359030335, 38.768553733825684]",CTG,141.33333333333346,"[Tau(val=28.5, steady_state=-48.6119, current_inj=140.0), Tau(val=22.6, steady_state=-55.133194, current_inj=120.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-39.360233306884766,0.38725903630256653,62.29265594482422,36.02690066522955,6.050000000000001
606,JJB230216/t14,CTG230218b,FP,PRE,4,0,,,,,,"[-37.186874, -37.125, -37.898438, -35.42344, -37.527187, -35.206875, -36.537186, -36.722813]",20.286333763567104,0.17500000000000013,"[Sag(val=0.015331918, steady_state=-98.32758, current_inj=-120.0), Sag(val=0.028103866, steady_state=-95.58052, current_inj=-100.0)]","[5.2, 5.7, 6.8, 5.4, 6.1, 5.6, 6.1, 8.2]","[58.87406, 61.1325, 61.844063, 59.554688, 60.48281, 60.1425, 61.22531, 61.101562]","[39.24937438964844, 35.9602939381319, 25.768359502156578, 37.2216796875, 31.833058407432155, 37.58906364440918, 34.014061821831596, 16.07935855263158]",CTG,133.33333333333331,"[Tau(val=35.8, steady_state=-42.527508, current_inj=160.0), Tau(val=27.2, steady_state=-49.443066, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-36.70347595214844,0.8961114287376404,60.54468536376953,32.21440624296768,6.1375
607,JJB230216/t15,CTG230218b,FP,PRE,5,0,,,,,,"[-37.681873, -38.053123, -36.84656, -35.856564]",19.47062842682754,0.2,"[Sag(val=0.028509524, steady_state=-97.850075, current_inj=-120.0), Sag(val=0.032296892, steady_state=-95.1338, current_inj=-100.0)]","[5.3, 6.9, 6.1, 5.3]","[61.6275, 62.803123, 62.772186, 61.349064]","[41.084999084472656, 23.260416101526328, 28.53281194513494, 40.899375915527344]",CTG,159.99999999999997,"[Tau(val=27.7, steady_state=-45.782513, current_inj=160.0), Tau(val=23.4, steady_state=-51.579224, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-37.10953140258789,0.8451364636421204,62.13796615600586,33.44440076166532,5.8999999999999995
612,JJB230216/t31,CTG230218c,FP,PRE,1,0,,,,,,"[-29.359688, -27.874687, -28.617188, -29.4525, -24.564375, -29.514376, -29.514376, -26.884687, -28.369688, -30.164062, -27.225, -28.400625]",21.053183038048527,0.37499999999999983,"[Sag(val=0.015430376, steady_state=-95.60267, current_inj=-140.0), Sag(val=0.017800136, steady_state=-91.979454, current_inj=-120.0)]","[7.1, 6.8, 7.4, 7.7, 6.1, 8.0, 9.1, 6.8, 7.6, 9.4, 7.0, 7.7]","[48.38625, 49.654686, 50.211563, 51.263435, 47.086876, 51.294376, 52.531876, 49.933125, 51.572815, 52.562813, 50.2425, 51.541878]","[25.466447127492806, 27.585936652289497, 26.427138479132402, 24.41115969703311, 27.69816230325138, 24.42589351109096, 15.009107317243304, 27.740624745686848, 22.42296301800272, 15.017946515764509, 26.443421213250414, 24.543751307896205]",CTG,25.777777777777708,"[Tau(val=48.0, steady_state=-41.78237, current_inj=40.0), Tau(val=31.3, steady_state=-52.426952, current_inj=20.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-28.32843780517578,1.4797449111938477,50.52351379394531,23.932712657344513,7.558333333333334
613,JJB230216/t32,CTG230218c,FP,PRE,2,0,,,,,,"[-29.359688, -28.215, -25.214062, -29.297813, -27.255938, -25.925625, -28.864687, -28.215, -26.60625, -25.12125, -28.215, -25.554375]",19.476954620229524,0.4249999999999999,"[Sag(val=0.017454581, steady_state=-97.403404, current_inj=-140.0), Sag(val=0.018526241, steady_state=-93.744675, current_inj=-120.0)]","[7.8, 7.4, 6.4, 8.4, 7.7, 7.1, 8.4, 8.1, 7.7, 7.2, 8.4, 7.2]","[46.437187, 47.36531, 44.580936, 47.829376, 46.901253, 45.601875, 48.448124, 48.015, 46.468124, 45.973125, 48.97406, 45.168747]","[21.107812361283735, 24.929110878392272, 26.224080254049863, 20.795380965523098, 23.450626373291016, 25.3343751695421, 22.021874514493074, 22.864285423642112, 23.23406219482422, 24.19638181987562, 21.293069590692937, 23.773024709601152]",CTG,29.80392156862742,"[Tau(val=35.2, steady_state=-42.72345, current_inj=40.0), Tau(val=37.2, steady_state=-52.680363, current_inj=20.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-27.320390701293945,1.5194828510284424,46.813594818115234,23.268673687934267,7.650000000000001
614,JJB230216/t33,CTG230218c,FP,PRE,3,0,,,,,,"[-27.441563, -27.441563, -26.173124, -27.84375, -29.174063, -25.74, -29.57625, -30.287813, -29.978437, -28.926563]",20.682184076116563,0.475,"[Sag(val=0.0180995, steady_state=-96.40603, current_inj=-140.0), Sag(val=0.021134375, steady_state=-92.75081, current_inj=-120.0)]","[6.3, 6.8, 6.3, 6.9, 7.6, 6.6, 10.1, 9.8, 8.5, 7.6]","[47.117813, 48.54094, 48.076874, 49.004997, 51.48, 48.788437, 52.315315, 53.057816, 52.315315, 50.551876]","[27.71636065314798, 28.553493724149817, 26.709374321831596, 25.792103817588405, 25.739999771118164, 27.104687160915798, 11.889844374223188, 13.604568090194311, 21.79804801940918, 25.275938034057617]",CTG,37.89473684210525,"[Tau(val=41.2, steady_state=-43.02552, current_inj=40.0), Tau(val=34.2, steady_state=-54.195187, current_inj=20.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-28.258312225341797,1.4931761026382446,50.12493896484375,23.418441796663608,7.649999999999999
615,JJB230216/t34,CTG230218c,FP,PRE,4,0,,,,,,"[-28.307812, -29.4525, -30.81375, -30.07125, -28.58625, -30.535313]",20.58136326155968,0.5499999999999999,"[Sag(val=0.019174652, steady_state=-98.710686, current_inj=-140.0), Sag(val=0.01674542, steady_state=-95.07068, current_inj=-120.0)]","[7.4, 8.3, 11.5, 10.7, 8.3, 9.7]","[45.44719, 47.581875, 48.97406, 48.943127, 48.38625, 49.159687]","[23.919573332134046, 22.658035641624814, 11.389316292696222, 12.549519661145332, 20.160937309265137, 16.951616221460803]",CTG,47.87878787878785,"[Tau(val=32.0, steady_state=-46.77925, current_inj=40.0), Tau(val=27.8, steady_state=-56.117973, current_inj=20.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-29.6278133392334,0.9384942650794983,48.08203125,17.93816640972106,9.316666666666668
639,JJB230220/t33,CTG230220c,FP,PRE,1,0,,,,,,"[-42.66281, -46.220627, -45.973125, -47.179688, -44.488125, -45.44719, -45.66375, -45.230625, -46.932186, -45.94219, -45.694687, -46.220627, -45.230625, -44.983124, -44.890312]",24.603084338139382,0.6999999999999998,"[Sag(val=0.05873309, steady_state=-94.3852, current_inj=-70.0), Sag(val=0.061907083, steady_state=-92.659134, current_inj=-60.0)]","[3.6, 6.0, 4.3, 4.3, 4.1, 4.3, 4.5, 4.4, 5.2, 4.7, 4.9, 6.1, 4.5, 5.8, 4.6]","[86.34656, 90.64688, 90.02812, 89.62594, 87.49125, 88.3575, 88.23375, 88.29562, 89.50218, 89.223755, 88.82156, 89.223755, 87.58406, 88.3575, 87.52219]","[95.94061957465277, 33.57291892722801, 90.02812194824219, 89.62593841552734, 87.49124908447266, 88.35749816894531, 88.23374938964844, 80.26874889026988, 55.93886375427246, 81.11250443892045, 63.44397408621652, 35.689501953125, 79.62187333540483, 40.162499167702414, 72.9351552327474]",CTG,44.76190476190475,"[Tau(val=48.0, steady_state=-62.554413, current_inj=40.0), Tau(val=45.4, steady_state=-67.429375, current_inj=30.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-45.5173225402832,1.0408661365509033,88.61738586425781,72.16154775782505,4.753333333333333
640,JJB230220/t34,CTG230220c,FP,PRE,2,0,,,,,,"[-47.05594, -47.210625, -46.68469, -46.12781, -45.75656, -47.025, -45.725624, -45.07594, -45.38531, -46.375313, -45.137814]",24.118041298221204,0.6999999999999995,"[Sag(val=0.07704662, steady_state=-95.00341, current_inj=-70.0), Sag(val=0.07579652, steady_state=-93.55418, current_inj=-60.0)]","[4.2, 4.5, 4.8, 4.5, 4.7, 5.5, 4.7, 4.4, 4.6, 5.6, 4.7]","[88.79063, 88.23375, 88.171875, 87.33656, 87.33656, 88.11, 87.52219, 86.563126, 86.47031, 87.89343, 86.90344]","[80.71875138716264, 80.21249944513494, 67.82451923076923, 79.39687555486505, 67.18197162334735, 48.9500003390842, 67.3247586763822, 86.56312561035156, 78.60936945134942, 41.854015531994044, 79.00312943892045]",CTG,47.619047619047606,"[Tau(val=43.6, steady_state=-63.257217, current_inj=40.0), Tau(val=33.4, steady_state=-67.99708, current_inj=30.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-46.141876220703125,0.747448205947876,87.57563018798828,70.69445602630555,4.745454545454546
641,JJB230220/t35,CTG230220c,FP,PRE,3,0,,,,,,"[-32.4225, -44.33344, -45.137814, -45.261562, -45.601875, -45.44719, -46.68469, -44.64281, -46.189686]",23.45108735907798,0.5000000000000002,"[Sag(val=0.055413317, steady_state=-95.467834, current_inj=-70.0), Sag(val=0.06006172, steady_state=-93.73175, current_inj=-60.0)]","[2.9, 4.3, 4.3, 4.7, 6.8, 4.6, 8.1, 4.7, 6.9]","[74.4975, 86.25375, 87.615005, 87.212814, 87.89343, 87.52219, 88.574066, 86.65594, 88.54312]","[106.42499651227679, 71.87812805175781, 79.6500049937855, 62.29486737932478, 26.63437352035985, 79.56562389026988, 20.598620037699856, 72.21328099568686, 27.66972541809082]",CTG,41.33333333333332,"[Tau(val=66.1, steady_state=-55.824306, current_inj=50.0), Tau(val=38.3, steady_state=-62.934475, current_inj=40.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-43.96906280517578,4.137941837310791,86.08531188964844,60.76995786658357,5.2555555555555555
642,JJB230220/t36,CTG230220c,FP,PRE,4,0,,,,,,"[-46.035, -43.003124, -42.600937, -45.16875, -45.57094, -44.828438, -44.67375, -44.17875]",22.781679612315333,0.5500000000000002,"[Sag(val=0.059123985, steady_state=-93.72686, current_inj=-70.0), Sag(val=0.054917123, steady_state=-92.299416, current_inj=-60.0)]","[4.5, 3.9, 3.9, 4.4, 4.5, 4.3, 4.5, 4.6]","[88.48125, 86.3775, 86.130005, 88.45032, 88.48125, 87.70781, 88.01719, 87.49125]","[55.30077934265137, 95.97500271267361, 95.70000542534721, 80.40937943892045, 80.4374972256747, 79.7343722256747, 80.01562638716264, 72.90937423706055]",CTG,44.54545454545453,"[Tau(val=60.1, steady_state=-55.44307, current_inj=50.0), Tau(val=44.5, steady_state=-61.47614, current_inj=40.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-44.50746154785156,1.1201705932617188,87.64207458496094,80.06025462439565,4.325
643,JJB230220/t37,CTG230220c,FP,PRE,5,0,,,,,,"[-44.580936, -45.54, -46.53, -42.47719, -46.035, -45.57094, -43.652813]",22.332008027991012,0.5000000000000001,"[Sag(val=0.06596319, steady_state=-93.933136, current_inj=-70.0), Sag(val=0.061721314, steady_state=-92.370834, current_inj=-60.0)]","[3.7, 4.6, 5.9, 3.7, 4.7, 5.1, 4.2]","[88.41937, 89.74969, 90.523125, 86.037186, 90.09, 89.595, 87.738754]","[98.24374728732639, 64.10691942487445, 36.209249877929686, 95.5968729654948, 75.07499694824219, 52.70294189453125, 87.73875427246094]",CTG,45.33333333333333,"[Tau(val=57.0, steady_state=-56.67037, current_inj=50.0), Tau(val=41.7, steady_state=-63.727264, current_inj=40.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-44.912410736083984,1.3272472620010376,88.87902069091797,72.81049752440853,4.557142857142858
644,JJB230220/t38,CTG230220c,FP,PRE,6,0,,,,,,"[-45.75656, -34.928436, -46.12781, -43.621876, -46.90125, -43.745625, -44.116875, -39.507187]",20.865030443157174,0.4500000000000002,"[Sag(val=0.06722963, steady_state=-92.48616, current_inj=-70.0), Sag(val=0.064668946, steady_state=-90.863686, current_inj=-60.0)]","[4.2, 3.2, 6.8, 4.3, 6.9, 4.4, 4.6, 3.8]","[89.62593, 79.292816, 89.8425, 87.58406, 90.77062, 87.615, 87.92438, 83.34563]","[74.68827565511069, 113.27545166015626, 26.424264346852024, 79.62187333540483, 27.506249167702418, 79.6499980579723, 73.27031453450522, 104.18203353881836]",CTG,41.11111111111111,"[Tau(val=68.7, steady_state=-54.514812, current_inj=50.0), Tau(val=64.2, steady_state=-62.07167, current_inj=40.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-43.08820343017578,3.7429821491241455,87.0001220703125,72.32730753706527,4.775
650,JJB230222/t5,CTG230222a,FP,PRE,1,0,,,,,,"[-39.19781, -40.033127, -39.38344, -39.012188, -39.414375, -41.085, -40.249687, -38.022186, -38.14594, -38.82656]",14.070701552288789,0.15000000000000005,"[Sag(val=0.0709479, steady_state=-94.76024, current_inj=-180.0), Sag(val=0.035901643, steady_state=-93.20093, current_inj=-160.0)]","[4.4, 4.6, 4.6, 4.1, 4.8, 5.9, 6.0, 4.7, 4.9, 5.6]","[83.22188, 83.71687, 82.510315, 81.08719, 81.52031, 82.81969, 81.73688, 79.35469, 79.23094, 80.03531]","[75.65625277432528, 69.7640609741211, 75.00937721946022, 81.08718872070312, 74.1093722256747, 43.58930888928865, 40.868438720703125, 72.14062777432528, 72.02812888405539, 47.07959343405331]",CTG,157.77777777777774,"[Tau(val=44.2, steady_state=-53.646374, current_inj=160.0), Tau(val=37.0, steady_state=-57.742325, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-39.337032318115234,0.889607846736908,81.5234146118164,65.13323496167102,4.959999999999999
651,JJB230222/t6,CTG230222a,FP,PRE,2,0,,,,,,"[-40.373436, -39.22875, -39.630936, -38.331562, -36.50625, -37.465313]",12.264111212016582,0.17500000000000007,"[Sag(val=0.046027873, steady_state=-93.76509, current_inj=-180.0), Sag(val=0.039800685, steady_state=-92.037674, current_inj=-160.0)]","[5.5, 4.5, 5.6, 5.3, 4.7, 5.3]","[86.81062, 83.28375, 83.9025, 82.417496, 80.00437, 80.62312]","[41.33839198521205, 69.40312703450522, 46.61249796549479, 54.94499715169271, 72.73124694824219, 57.58794512067523]",CTG,173.3333333333333,"[Tau(val=39.3, steady_state=-52.882862, current_inj=160.0), Tau(val=36.5, steady_state=-56.998474, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-38.58937454223633,1.3131335973739624,82.8403091430664,57.10303436763703,5.1499999999999995
652,JJB230222/t7,CTG230222a,FP,PRE,3,0,,,,,,"[-37.40344, -37.341564, -36.227814, -37.74375, -37.341564]",12.327560035241316,0.1250000000000002,"[Sag(val=0.04269864, steady_state=-94.25561, current_inj=-180.0), Sag(val=0.03617133, steady_state=-92.6296, current_inj=-160.0)]","[4.3, 4.9, 4.9, 6.9, 6.8]","[81.89156, 82.10812, 80.34469, 81.79875, 81.08719]","[74.44687583229758, 63.16009521484375, 66.95390701293945, 30.295834011501736, 32.43487548828125]",CTG,161.33333333333348,"[Tau(val=44.1, steady_state=-47.923157, current_inj=180.0), Tau(val=37.9, steady_state=-52.74315, current_inj=160.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-37.21162796020508,0.5141213536262512,81.44606018066406,53.458317511972744,5.5600000000000005
653,JJB230222/t8,CTG230222a,FP,PRE,4,0,,,,,,"[-36.84656, -36.815624, -36.10406, -36.444374, -35.083126]",11.991725688845637,0.1250000000000002,"[Sag(val=0.03258522, steady_state=-94.96169, current_inj=-180.0), Sag(val=0.030728023, steady_state=-93.38126, current_inj=-160.0)]","[4.3, 4.9, 4.7, 5.1, 5.0]","[81.4275, 81.33469, 80.25188, 80.09718, 78.333755]","[74.0249980579723, 67.7789052327474, 72.95625166459516, 66.74765268961589, 71.2125049937855]",CTG,161.33333333333348,"[Tau(val=43.8, steady_state=-47.076813, current_inj=180.0), Tau(val=38.4, steady_state=-52.018845, current_inj=160.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-36.258750915527344,0.6474732160568237,80.28900146484375,70.54406252774325,4.8
654,JJB230222/t9,CTG230222a,FP,PRE,5,0,,,,,,"[-37.125, -36.691875, -37.125, -35.237812]",11.1412868407137,0.15000000000000016,"[Sag(val=0.033811085, steady_state=-94.31506, current_inj=-180.0), Sag(val=0.038581703, steady_state=-92.403984, current_inj=-160.0)]","[4.4, 5.0, 7.2, 4.9]","[82.04625, 81.79875, 81.9225, 79.292816]","[74.58749944513494, 62.92211679311899, 25.600781440734863, 72.08437832919033]",CTG,171.11111111111123,"[Tau(val=41.2, steady_state=-46.561577, current_inj=180.0), Tau(val=36.3, steady_state=-51.55186, current_inj=160.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-36.544921875,0.7750988602638245,81.26507568359375,58.79869400204478,5.375
655,JJB230222/t10,CTG230222a,FP,PRE,6,0,,,,,,"[-37.063126, -39.38344, -39.38344, -36.66094, -37.279686, -37.929375, -37.279686]",10.563109849326386,0.17500000000000007,"[Sag(val=0.03874618, steady_state=-96.42766, current_inj=-180.0), Sag(val=0.023701625, steady_state=-94.86437, current_inj=-160.0)]","[4.2, 5.2, 7.0, 5.0, 5.6, 5.9, 6.1]","[81.118126, 82.13907, 82.20094, 79.04532, 79.35469, 79.88062, 79.26187]","[81.11812591552734, 45.63281589084201, 29.35747964041574, 65.87109883626303, 56.68192182268415, 49.92538928985596, 49.53866958618164]",CTG,171.4285714285714,"[Tau(val=38.5, steady_state=-51.75314, current_inj=160.0), Tau(val=38.6, steady_state=-55.521744, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-37.854244232177734,1.0276600122451782,80.42865753173828,54.01792871168141,5.571428571428571
670,JJB230222/t33,CTG230222b,FP,PRE,1,0,,,,,,"[-43.18875, -40.187813, -41.301563, -37.063126, -42.075]",23.07755919457055,0.15,"[Sag(val=0.046918508, steady_state=-99.76529, current_inj=-180.0), Sag(val=0.045042034, steady_state=-97.46697, current_inj=-160.0)]","[4.2, 3.9, 6.0, 3.7, 4.5]","[78.76688, 77.43656, 78.364685, 74.80688, 79.323746]","[60.58990478515625, 70.3968741677024, 27.022305192618536, 68.00625194202769, 61.01826594426082]",CTG,144.4444444444444,"[Tau(val=28.6, steady_state=-49.345722, current_inj=160.0), Tau(val=23.8, steady_state=-54.446968, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-40.76325225830078,2.0935890674591064,77.73974609375,57.406720406353145,4.46
671,JJB230222/t34,CTG230222b,FP,PRE,2,0,,,,,,"[-42.879375, -42.075, -41.425312, -41.889374, -43.250626]",22.640359882933712,0.12500000000000008,"[Sag(val=0.05499094, steady_state=-101.2036, current_inj=-180.0), Sag(val=0.039711762, steady_state=-98.668434, current_inj=-160.0)]","[4.2, 4.3, 4.5, 4.3, 5.9]","[79.416565, 79.292816, 78.890625, 79.54031, 81.21094]","[66.18047078450522, 66.07734680175781, 56.35044642857143, 66.28359476725261, 31.23497596153846]",CTG,138.66666666666663,"[Tau(val=28.1, steady_state=-50.277317, current_inj=160.0), Tau(val=22.9, steady_state=-54.580463, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-42.30393600463867,0.6668741106987,79.67024993896484,57.2253669487251,4.640000000000001
672,JJB230222/t35,CTG230222b,FP,PRE,3,0,,,,,,"[-42.786564, -44.33344, -43.18875, -44.488125, -42.910313, -42.879375, -44.7975, -43.745625]",21.534041451862702,0.1750000000000003,"[Sag(val=0.067089826, steady_state=-100.64963, current_inj=-180.0), Sag(val=0.04556928, steady_state=-98.582085, current_inj=-160.0)]","[3.8, 5.5, 3.5, 6.0, 4.8, 4.6, 6.5, 4.7]","[82.47938, 83.22188, 78.61219, 80.932495, 80.06625, 80.56125, 82.10812, 81.73688]","[82.47937774658203, 34.67578252156576, 78.61219024658203, 29.974998191550924, 53.37750244140625, 57.5437491280692, 26.48649154170867, 62.87452110877403]",CTG,147.6190476190478,"[Tau(val=24.5, steady_state=-54.069424, current_inj=140.0), Tau(val=24.2, steady_state=-57.968044, current_inj=120.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-43.641212463378906,0.7578009366989136,81.21480560302734,53.25307661577986,4.925
673,JJB230222/t36,CTG230222b,FP,PRE,4,0,,,,,,"[-39.105, -38.98125, -41.20875, -39.445312, -40.435314, -36.939377]",21.43249061587211,0.15,"[Sag(val=0.060889944, steady_state=-103.74595, current_inj=-180.0), Sag(val=0.0542499, steady_state=-100.79022, current_inj=-160.0)]","[3.6, 4.2, 5.5, 4.7, 5.0, 3.7]","[73.569374, 74.96156, 77.15813, 75.14719, 75.95157, 72.57938]","[73.56937408447266, 68.14687555486505, 36.74196515764509, 53.6765616280692, 47.469730377197266, 65.98125110973011]",CTG,139.99999999999994,"[Tau(val=29.5, steady_state=-46.708267, current_inj=160.0), Tau(val=24.5, steady_state=-52.565063, current_inj=140.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-39.352500915527344,1.332229733467102,74.89453125,57.59762631866323,4.45
674,JJB230222/t37,CTG230222b,FP,PRE,5,0,,,,,,"[-42.600937, -41.98219, -40.528126, -42.508125, -41.085, -41.085, -39.47625, -41.05406, -42.105938, -39.507187]",20.66057491658443,0.15000000000000027,"[Sag(val=0.041058045, steady_state=-100.236115, current_inj=-180.0), Sag(val=0.042288125, steady_state=-97.99735, current_inj=-160.0)]","[4.3, 4.5, 4.1, 3.9, 4.8, 4.6, 4.3, 5.6, 5.9, 4.2]","[80.62312, 80.375626, 79.13812, 76.9725, 78.55031, 77.838745, 76.4775, 77.68407, 77.74594, 75.17812]","[62.01778705303485, 53.58375040690104, 65.9484354654948, 69.97500332919033, 52.36687215169271, 55.59910365513393, 63.73125076293945, 35.310939442027696, 32.394142150878906, 68.34374861283736]",CTG,137.77777777777794,"[Tau(val=27.1, steady_state=-51.053413, current_inj=140.0), Tau(val=26.5, steady_state=-55.149857, current_inj=120.0)]",23.184456803113218,7.591747923385232,0.2753703703703702,0.1661445995245472,91.27496713674157,-41.19327926635742,1.06967294216156,78.05839538574219,55.9271033030131,4.619999999999999
14,JJB210429/t8,CTG210429a,FP,PSIL,1,1,,,,,,"[-41.734688, -40.373436, -41.518124, -41.487186, -40.095]",22.308213457926264,0.25,"[Sag(val=0.08875537, steady_state=-91.7231, current_inj=-80.0), Sag(val=0.07194976, steady_state=-86.865, current_inj=-60.0)]","[3.4, 3.3, 3.6, 3.8, 3.4]","[70.042496, 68.49562, 69.73312, 69.609375, 68.49563]","[70.04249572753906, 76.10624525282118, 69.73312377929688, 63.28124999999999, 76.10625372992621]",CTG,18.666666666666632,"[Tau(val=87.2, steady_state=-60.740513, current_inj=20.0)]",22.12882755106337,5.465816456950564,0.32499999999999996,0.17392527130926091,38.160666818561516,-41.04168701171875,0.6705945134162903,69.27525329589844,71.05387369791666,3.499999999999999
15,JJB210429/t9,CTG210429a,FP,PSIL,2,1,,,,,,"[-43.59094, -39.75469, -41.8275, -40.68281, -41.54906]",22.38587559491036,0.27499999999999997,"[Sag(val=0.08929649, steady_state=-92.606384, current_inj=-80.0), Sag(val=0.0719693, steady_state=-88.511406, current_inj=-60.0)]","[6.5, 3.5, 3.9, 3.8, 4.2]","[71.55844, 67.66031, 69.825935, 68.526566, 69.26906]","[20.445268903459823, 75.17812093098958, 63.4781230579723, 68.52656555175781, 49.47789873395648]",CTG,41.21212121212118,"[Tau(val=73.6, steady_state=-59.46371, current_inj=40.0), Tau(val=51.0, steady_state=-67.16754, current_inj=20.0)]",22.12882755106337,5.465816456950564,0.32499999999999996,0.17392527130926091,38.160666818561516,-41.48099899291992,1.2801399230957031,69.36805725097656,55.42119543562719,4.38
19,JJB210507/t13,CTG210507a,FP,PSIL,1,1,,,,,,"[-45.354374, -45.01406, -46.220627, -44.085938, -42.260624, -42.66281, -42.724686, -43.003124, -43.498123, -43.529064]",16.611015894682172,0.17499999999999988,"[Sag(val=0.15000634, steady_state=-90.85857, current_inj=-120.0), Sag(val=0.12965445, steady_state=-88.43005, current_inj=-100.0)]","[3.9, 3.7, 7.2, 3.2, 3.3, 3.4, 3.5, 3.5, 4.6, 3.9]","[86.43938, 85.23281, 86.625, 83.96437, 80.375626, 81.11812, 80.34468, 80.77782, 81.55125, 81.18]","[61.742412022181924, 71.02734247843425, 20.145348837209305, 104.95546340942383, 100.46953201293945, 101.39764785766602, 89.27186754014757, 80.77781677246094, 45.30624813503689, 73.80000027743252]",CTG,61.90476190476183,"[Tau(val=85.5, steady_state=-59.05415, current_inj=60.0), Tau(val=56.2, steady_state=-65.390236, current_inj=40.0)]",22.12882755106337,5.465816456950564,0.32499999999999996,0.17392527130926091,38.160666818561516,-43.8353385925293,1.2424753904342651,82.76091003417969,74.88936793429328,4.02
