,folder_file,cell_ID,data_type,drug,replication_no,aplication_order,drug_in,drug_out,I_setting (nA/'steps'),R_series_Mohm,cell_type,voltage_threshold,max_firing,FI_slope,sag,AP_width,AP_height,AP_slope,mouseline,rheobased_threshold,tau_rc,mean_max_firing,SD_max_firing,mean_FI_slope,SD_FI_slope,mean_rheobased_threshold,mean_voltage_threshold_file,SD_voltage_threshold_file,mean_AP_height_file,mean_AP_slope_file,mean_AP_width
737,JJB230308/t8,DRD230308a,FP,PRE,1,0,,,,13.0,,"[-39.94031, -34.185936, -36.351562, -37.49625, -35.145, -37.21781]",17.625260740499783,0.4500000000000003,"[Sag(val=0.15305814, steady_state=-101.0976, current_inj=-80.0), Sag(val=0.08784605, steady_state=-98.98837, current_inj=-70.0)]","[3.6, 3.6, 3.9, 4.1, 3.9, 4.3]","[78.61218, 71.774994, 73.35281, 74.4975, 72.270004, 73.84781]","[60.47090970552885, 55.21153376652644, 52.394866943359375, 49.664998372395836, 51.62143162318639, 43.439887551700366]",DRD,55.555555555555564,"[Tau(val=84.7, steady_state=-49.40517, current_inj=60.0), Tau(val=56.1, steady_state=-58.952545, current_inj=50.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-36.72281265258789,1.837506890296936,74.05921936035156,52.13393799378289,3.9
738,JJB230308/t9,DRD230308a,FP,PRE,2,0,,,,12.0,,"[-37.74375, -36.444374, -34.588123, -35.670937, -35.51625, -34.928436, -36.042187, -37.03219, -36.66094, -35.856564]",17.397299786710807,0.6000000000000001,"[Sag(val=0.16492729, steady_state=-101.446144, current_inj=-80.0), Sag(val=0.078517005, steady_state=-99.41522, current_inj=-70.0)]","[3.7, 3.4, 3.6, 3.9, 4.0, 3.9, 4.1, 4.1, 4.0, 4.0]","[76.4775, 73.259995, 70.93968, 71.68219, 71.06344, 70.38281, 71.58937, 72.54844, 72.300934, 71.218124]","[58.828846858097954, 66.59999500621448, 59.11640167236328, 51.20156424386161, 47.37562561035156, 50.2734375, 47.72624715169271, 48.3656260172526, 48.20062255859375, 50.87008884974889]",DRD,57.22222222222221,"[Tau(val=59.9, steady_state=-57.39644, current_inj=50.0), Tau(val=52.4, steady_state=-63.792557, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-36.048377990722656,0.9068231582641602,72.14625549316406,52.85584554681768,3.87
739,JJB230308/t10,DRD230308a,FP,PRE,3,0,,,,16.0,,"[-39.074062, -36.135, -36.16594, -40.651875, -36.50625, -37.24875, -36.691875, -34.49531, -37.125, -34.185936, -37.558125]",17.499140416513725,0.5500000000000002,"[Sag(val=0.20689347, steady_state=-101.11037, current_inj=-80.0), Sag(val=0.10953884, steady_state=-99.2727, current_inj=-70.0)]","[3.7, 3.7, 4.0, 3.6, 3.7, 4.1, 3.9, 3.8, 4.0, 3.8, 4.4]","[79.23094, 74.25, 73.35281, 78.08625, 74.03343, 74.09531, 73.81688, 71.218124, 73.94063, 70.166245, 73.84781]","[56.593529837472104, 53.03571428571429, 45.84550857543945, 65.07187525431316, 56.948793851412255, 46.309566497802734, 52.726342337472104, 50.87008884974889, 49.29375203450521, 50.11874607631139, 38.86726780941612]",DRD,54.84848484848484,"[Tau(val=60.8, steady_state=-55.9021, current_inj=50.0), Tau(val=75.2, steady_state=-62.921455, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-36.89437484741211,1.7549731731414795,74.18531036376953,51.425562309964334,3.8818181818181814
740,JJB230308/t11,DRD230308a,FP,PRE,4,0,,,,16.0,,"[-37.186874, -39.012188, -37.186874, -34.03125, -36.3825, -35.949375, -34.27875, -34.928436, -34.185936, -34.68094, -35.79469]",17.396895655604816,0.6500000000000001,"[Sag(val=0.13571207, steady_state=-100.84924, current_inj=-80.0), Sag(val=0.08059195, steady_state=-98.4509, current_inj=-70.0)]","[3.5, 3.5, 3.8, 3.6, 3.9, 3.8, 3.7, 3.8, 4.0, 3.9, 4.2]","[75.270935, 76.38469, 74.28094, 69.91875, 72.14625, 71.99156, 69.91875, 70.90875, 69.207184, 70.38281, 70.568436]","[62.725779215494796, 63.653907775878906, 53.0578122820173, 53.783651498647835, 48.09749857584635, 51.42254420689174, 49.94196210588728, 50.64910888671875, 46.13812255859375, 50.2734375, 41.510844511144306]",DRD,57.179487179487154,"[Tau(val=85.4, steady_state=-52.77415, current_inj=50.0), Tau(val=52.9, steady_state=-62.256176, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-35.7834358215332,1.494943618774414,71.90718841552734,51.932242647011,3.790909090909091
746,JJB230308/t24,DRD230308b,FP,PRE,1,0,,,,25.0,,"[-45.94219, -44.116875, -43.714687, -42.539062, -43.529064]",16.835321209004423,0.2833333333333333,"[Sag(val=0.113841236, steady_state=-92.92982, current_inj=-200.0), Sag(val=0.07319674, steady_state=-89.78551, current_inj=-170.0)]","[4.4, 5.2, 4.8, 4.7, 5.1]","[90.09, 86.470314, 85.41844, 84.05719, 85.04719]","[81.89999667080966, 57.6468760172526, 65.7064936711238, 76.41562721946022, 65.42091369628906]",DRD,50.588235294117666,"[Tau(val=25.4, steady_state=-58.019024, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-43.96837615966797,1.1151930093765259,86.21662902832031,69.41798145498706,4.840000000000001
747,JJB230308/t25,DRD230308b,FP,PRE,2,0,,,,25.0,,"[-45.725624, -44.67375, -43.96219, -43.838436, -43.652813]",16.489963896449055,0.3,"[Sag(val=0.11025875, steady_state=-92.81847, current_inj=-200.0), Sag(val=0.0725952, steady_state=-89.41396, current_inj=-170.0)]","[4.5, 5.6, 5.1, 5.2, 5.0]","[89.595, 86.625, 85.69688, 85.078125, 84.675934]","[81.45000110973011, 45.5921052631579, 61.21205466134208, 65.44471153846153, 70.56327819824219]",DRD,52.222222222222236,"[Tau(val=33.4, steady_state=-57.730587, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-44.370567321777344,0.7606849074363708,86.33418273925781,64.85243015418676,5.08
748,JJB230308/t26,DRD230308b,FP,PRE,3,0,,,,25.0,,"[-44.33344, -44.209686, -43.095936, -44.14781, -43.43625]",16.250203469206873,0.2833333333333333,"[Sag(val=0.113770306, steady_state=-95.27463, current_inj=-230.0), Sag(val=0.065424584, steady_state=-92.234505, current_inj=-200.0)]","[4.2, 5.3, 4.6, 5.2, 4.9]","[87.769684, 86.160934, 84.18094, 85.294685, 84.119064]","[87.76968383789062, 50.682902616613056, 76.52812610973011, 56.86312357584635, 70.0992202758789]",DRD,50.588235294117666,"[Tau(val=28.4, steady_state=-57.358692, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-43.84462356567383,0.4881470203399658,85.50506591796875,68.3886112831918,4.840000000000001
749,JJB230308/t28,DRD230308b,FP,PRE,4,0,,,,25.0,,"[-45.973125, -44.209686, -42.167812, -45.54, -42.972187, -42.384377, -42.600937, -42.84844]",14.979654032389538,0.21666666666666665,"[Sag(val=0.12339458, steady_state=-94.590065, current_inj=-230.0), Sag(val=0.072189815, steady_state=-91.398994, current_inj=-200.0)]","[4.2, 4.8, 4.7, 7.7, 5.7, 5.2, 5.2, 5.4]","[89.28563, 85.35656, 82.32469, 84.83063, 81.984375, 81.18, 81.61313, 81.427505]","[99.20625474717882, 71.13046646118164, 74.84062888405539, 25.706250739820078, 48.22610294117647, 67.65000025431316, 62.77932974008413, 67.85625457763672]",DRD,30.76923076923079,"[Tau(val=32.3, steady_state=-55.443768, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-43.58707046508789,1.3807485103607178,83.50031280517578,64.67441104318081,5.3625
755,JJB230309/t7,DRD230309a,FP,PRE,1,0,,,,36.0,,"[-37.58906, -33.721874, -35.670937, -34.928436]",39.980279512061536,0.14999999999999972,"[Sag(val=0.10179805, steady_state=-98.764305, current_inj=-200.0), Sag(val=0.11117175, steady_state=-95.48968, current_inj=-170.0)]","[3.2, 3.2, 4.0, 3.5]","[82.32469, 79.60219, 81.025314, 79.973434]","[74.84062888405539, 79.60218811035156, 47.66194960650276, 61.518026498647835]",DRD,132.222222222222,"[Tau(val=22.2, steady_state=-48.94786, current_inj=130.0), Tau(val=20.2, steady_state=-56.22495, current_inj=100.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-35.477577209472656,1.403549313545227,80.73140716552734,65.90569827488939,3.475
756,JJB230309/t8,DRD230309a,FP,PRE,2,0,,,,36.0,,"[-35.114063, -34.49531, -32.67, -32.32969]",39.1246493682708,0.14999999999999963,"[Sag(val=0.11492686, steady_state=-101.61733, current_inj=-200.0), Sag(val=0.084323525, steady_state=-98.13138, current_inj=-170.0)]","[3.2, 4.9, 3.3, 3.3]","[80.00438, 81.025314, 78.42656, 77.49844]","[72.73125388405539, 31.163582435021034, 71.2968722256747, 70.45313054865056]",DRD,134.44444444444423,"[Tau(val=18.6, steady_state=-47.666092, current_inj=130.0), Tau(val=18.8, steady_state=-55.482937, current_inj=100.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-33.65226745605469,1.1791561841964722,79.23867797851562,61.41120977335042,3.6750000000000007
757,JJB230309/t9,DRD230309a,FP,PRE,3,0,,,,36.0,,"[-34.464375, -32.515312, -31.123125, -31.710938, -30.628124, -31.277813, -29.174063, -29.761875, -29.205, -22.275]",37.169050578953474,0.16666666666666632,"[Sag(val=0.108363025, steady_state=-103.321655, current_inj=-200.0), Sag(val=0.07601545, steady_state=-99.5975, current_inj=-170.0)]","[3.2, 3.5, 2.8, 3.6, 3.3, 4.8, 3.4, 3.5, 3.4, 2.9]","[77.498436, 77.68407, 72.45563, 75.17812, 74.06438, 74.25, 72.20812, 72.703125, 72.703125, 65.0925]","[70.45312361283736, 59.75697444035457, 80.50625271267361, 57.829325749323914, 67.33125166459517, 29.7, 60.17343521118164, 60.5859375, 60.5859375, 65.09249877929688]",DRD,145.99999999999977,"[Tau(val=20.5, steady_state=-47.910084, current_inj=130.0), Tau(val=18.5, steady_state=-55.450718, current_inj=100.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-30.21356201171875,3.050638198852539,73.38375091552734,61.20147371702632,3.44
758,JJB230309/t10,DRD230309a,FP,PRE,4,0,,,,36.0,,"[-35.980312, -33.474377, -31.772812, -26.760937, -32.63906, -32.26781]",29.25081972603497,0.21666666666666623,"[Sag(val=0.10720752, steady_state=-100.06039, current_inj=-200.0), Sag(val=0.07813143, steady_state=-96.319984, current_inj=-170.0)]","[5.4, 3.5, 3.5, 3.0, 3.6, 3.4]","[79.942505, 78.21001, 76.81781, 71.55844, 77.74594, 76.91062]","[24.982032775878906, 60.16154362605168, 54.869864327566965, 71.55844116210938, 55.53281511579242, 64.09218470255534]",DRD,131.53846153846135,"[Tau(val=20.3, steady_state=-46.564045, current_inj=130.0), Tau(val=19.2, steady_state=-53.744293, current_inj=100.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-32.14921951293945,2.7647361755371094,76.86421966552734,55.199480284992454,3.733333333333333
764,JJB230309/t27,DRD230309b,FP,PRE,1,0,,,,51.0,,"[-40.21875, -39.043125, -38.23875, -41.270626, -38.950314, -38.115, -38.640938, -39.290627, -39.25969]",26.828432502651474,0.25000000000000056,"[Sag(val=0.14300184, steady_state=-98.178185, current_inj=-80.0), Sag(val=0.124265336, steady_state=-96.110886, current_inj=-70.0)]","[3.3, 3.1, 3.1, 3.0, 3.2, 3.1, 3.3, 3.7, 3.5]","[88.8525, 87.05812, 85.635, 87.58406, 85.14, 83.84062, 84.24281, 84.36656, 84.645004]","[80.77500083229758, 96.73124525282118, 95.1500023735894, 109.48007583618164, 94.59999932183159, 93.15624660915799, 84.24281311035156, 60.26182992117746, 65.11154174804688]",DRD,67.3333333333334,"[Tau(val=36.6, steady_state=-53.880463, current_inj=70.0), Tau(val=35.8, steady_state=-58.98224, current_inj=60.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-39.22531509399414,0.9328616857528687,85.70718383789062,86.61208388949504,3.2555555555555555
765,JJB230309/t28,DRD230309b,FP,PRE,2,0,,,,38.0,,"[-39.878437, -38.424374, -37.279686, -40.095, -37.094063, -37.58906, -39.38344, -37.650936, -37.03219]",25.7787541182708,0.2000000000000003,"[Sag(val=0.13937521, steady_state=-99.29939, current_inj=-80.0), Sag(val=0.1054542, steady_state=-97.015564, current_inj=-70.0)]","[3.1, 3.1, 3.0, 3.0, 3.1, 3.2, 4.1, 3.4, 3.1]","[85.91344, 83.96437, 82.81969, 84.36656, 81.27281, 81.52031, 83.19093, 81.11812, 80.06625]","[85.91343688964844, 83.96437072753906, 92.02187432183159, 93.74062432183159, 90.30312432183159, 74.1093722256747, 46.21718512641059, 67.59843190511069, 80.06625366210938]",DRD,63.33333333333343,"[Tau(val=36.6, steady_state=-54.554417, current_inj=70.0), Tau(val=34.0, steady_state=-59.21811, current_inj=60.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-38.26968765258789,1.1510342359542847,82.6925048828125,79.32607483355417,3.2333333333333334
766,JJB230309/t29,DRD230309b,FP,PRE,3,0,,,,38.0,,"[-39.630936, -37.96031, -37.434376, -38.764687, -37.465313]",23.815047000255486,0.30000000000000066,"[Sag(val=0.12651268, steady_state=-100.45965, current_inj=-80.0), Sag(val=0.090008095, steady_state=-98.446205, current_inj=-70.0)]","[3.3, 3.0, 3.4, 3.6, 4.0]","[86.09906, 82.386566, 82.10812, 83.31468, 81.33469]","[86.09906005859375, 91.54062906901042, 74.64374889026988, 64.08821692833533, 47.84393310546875]",DRD,76.66666666666673,"[Tau(val=35.8, steady_state=-55.956207, current_inj=70.0), Tau(val=32.8, steady_state=-61.0755, current_inj=60.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-38.25112533569336,0.8410439491271973,83.04862976074219,72.84311761033563,3.4599999999999995
778,JJB230322/t5,DRD230322a,FP,PRE,1,0,,,*bistable,32.0,,"[-35.856564, -33.28875, -33.28875, -31.710938, -32.484375, -32.515312, -28.58625, -28.4625, -30.164062]",20.11441969686154,0.3,"[Sag(val=0.159073, steady_state=-98.48112, current_inj=-160.0), Sag(val=0.09813729, steady_state=-96.42234, current_inj=-140.0)]","[3.5, 3.9, 4.9, 4.2, 4.4, 4.0, 3.4, 3.7, 3.8]","[77.25094, 74.404686, 74.25, 72.57938, 73.259995, 72.61031, 68.24812, 68.43375, 70.75406]","[59.42379878117488, 49.6031239827474, 29.7, 40.321875678168404, 36.62999725341797, 45.38144588470459, 52.498556283804085, 48.88124738420759, 50.53861345563617]",DRD,89.99999999999994,"[Tau(val=49.2, steady_state=-43.527313, current_inj=100.0), Tau(val=36.6, steady_state=-54.614, current_inj=80.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-31.81749725341797,2.2611958980560303,72.42124938964844,45.88651763376234,3.9777777777777774
779,JJB230322/t6,DRD230322a,FP,PRE,1,0,,,,32.0,,"[-35.05219, -33.134064, -33.75281, -29.297813, -32.453438]",21.230884707473592,0.32499999999999984,"[Sag(val=0.16058613, steady_state=-99.35201, current_inj=-160.0), Sag(val=0.096266225, steady_state=-97.121216, current_inj=-140.0)]","[3.5, 3.8, 4.4, 3.6, 3.8]","[77.715, 75.17813, 75.51843, 70.16625, 73.662186]","[59.78076641376202, 50.118754069010414, 37.75921630859375, 53.974040104792664, 52.615846906389514]",DRD,84.10256410256409,"[Tau(val=43.6, steady_state=-49.76455, current_inj=80.0), Tau(val=32.8, steady_state=-57.788788, current_inj=60.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-32.738059997558594,1.9213557243347168,74.447998046875,50.84972476050967,3.8199999999999994
780,JJB230322/t7,DRD230322a,FP,PRE,2,0,,,,33.0,,"[-34.52625, -32.082188, -31.401562, -30.31875, -30.999374, -31.710938, -32.67, -29.916563, -31.339687, -31.154062]",22.149679596562986,0.2750000000000001,"[Sag(val=0.15467164, steady_state=-102.1233, current_inj=-160.0), Sag(val=0.14275278, steady_state=-99.29395, current_inj=-140.0)]","[3.3, 3.6, 3.7, 3.6, 4.8, 4.3, 5.2, 3.6, 4.0, 3.9]","[76.755936, 74.65219, 73.662186, 71.92969, 72.88875, 73.755005, 73.94063, 71.40375, 72.48656, 72.61031]","[63.963279724121094, 57.42476243239182, 52.615846906389514, 55.33052884615385, 30.370311737060547, 36.87750244140625, 26.407367161342076, 54.925959660456726, 45.30409812927246, 45.38144588470459]",DRD,83.03030303030303,"[Tau(val=72.6, steady_state=-41.735035, current_inj=100.0), Tau(val=37.4, steady_state=-54.111336, current_inj=80.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-31.611934661865234,1.2285572290420532,73.40850067138672,46.86011029232989,4.0
781,JJB230322/t8,DRD230322a,FP,PRE,3,0,,,,33.0,,"[-33.226875, -31.772812, -31.710938, -33.53625, -30.195, -29.57625, -30.349688, -27.750938, -29.761875, -28.122187, -29.545313, -27.410625, -28.740938, -28.83375]",21.694623645691586,0.3249999999999999,"[Sag(val=0.15387186, steady_state=-102.870735, current_inj=-160.0), Sag(val=0.12633444, steady_state=-100.017204, current_inj=-140.0)]","[3.6, 3.5, 3.6, 3.4, 3.6, 3.6, 3.8, 3.5, 3.7, 3.5, 3.7, 3.5, 3.7, 3.6]","[75.88969, 74.21906, 74.095314, 74.28094, 71.58937, 70.63031, 70.84688, 68.83594, 70.59938, 68.99062, 69.88781, 68.37187, 69.76406, 69.269066]","[58.376681988055886, 61.849219004313156, 52.92522430419922, 61.90078099568685, 51.13526480538505, 54.33100773737981, 50.60491289411273, 52.95072115384615, 50.42812892368862, 53.069710364708534, 49.91986410958427, 52.59374765249399, 49.83147212437221, 53.28389681302584]",DRD,89.23076923076918,"[Tau(val=45.2, steady_state=-52.487263, current_inj=80.0), Tau(val=40.3, steady_state=-61.1112, current_inj=60.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-30.038103103637695,1.8478877544403076,71.23358917236328,53.80004520506089,3.592857142857144
787,JJB230322/t21,DRD230322b,FP,PRE,1,0,,,,15.0,,"[-36.8775, -32.020313, -31.494375, -33.19594, -34.86656, -33.598125]",22.47061493759559,0.2499999999999999,"[Sag(val=0.15090649, steady_state=-103.44313, current_inj=-140.0), Sag(val=0.09613733, steady_state=-99.55535, current_inj=-120.0)]","[4.0, 3.0, 3.3, 4.0, 3.9, 3.4]","[80.12813, 75.363754, 73.94063, 75.394684, 77.34375, 75.92062]","[40.064064025878906, 68.51250388405539, 52.81473432268415, 37.69734191894531, 42.96875, 54.229016985212056]",DRD,54.666666666666615,"[Tau(val=44.3, steady_state=-50.41086, current_inj=60.0), Tau(val=37.9, steady_state=-59.381912, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-33.675472259521484,1.798348307609558,76.34859466552734,49.38106852279597,3.5999999999999996
788,JJB230322/t22,DRD230322b,FP,PRE,2,0,,,,15.0,,"[-34.959373, -33.876564, -32.79375, -32.05125, -32.855625, -33.969376, -32.886562, -30.844688, -31.154062, -31.989374]",21.11838942984869,0.27499999999999986,"[Sag(val=0.08872642, steady_state=-104.09985, current_inj=-140.0), Sag(val=0.06822688, steady_state=-100.31576, current_inj=-120.0)]","[3.0, 3.3, 4.4, 3.4, 3.5, 5.2, 3.7, 3.3, 3.3, 3.4]","[76.50844, 76.38469, 74.89969, 73.26, 73.785934, 74.80688, 73.60031, 71.28, 71.55843, 71.46562]","[69.55312555486505, 58.75745333158053, 32.565082052479625, 52.32857295445034, 52.70423889160156, 24.935625712076824, 46.00019454956055, 54.83076829176682, 59.63202794392904, 54.97355534480168]",DRD,63.03030303030298,"[Tau(val=72.0, steady_state=-39.615414, current_inj=80.0), Tau(val=39.9, steady_state=-53.85295, current_inj=60.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-32.738059997558594,1.2211339473724365,73.75499725341797,50.6280644627112,3.65
789,JJB230322/t23,DRD230322b,FP,PRE,3,0,,,,17.0,,"[-32.70094, -31.494375, -34.433437, -30.751875]",19.285975049035034,0.2749999999999998,"[Sag(val=0.064204305, steady_state=-102.2733, current_inj=-140.0), Sag(val=0.09877357, steady_state=-98.91218, current_inj=-120.0)]","[3.1, 3.4, 4.7, 3.1]","[77.374695, 75.24, 77.9625, 73.755]","[64.47891235351562, 50.15999857584635, 29.985577509953423, 61.46249771118164]",DRD,64.8484848484848,"[Tau(val=39.9, steady_state=-51.245213, current_inj=60.0), Tau(val=39.9, steady_state=-59.319782, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-32.345157623291016,1.3919297456741333,76.08304595947266,51.52174653762426,3.5749999999999997
794,JJB230322/t31,DRD230322c,FP,PRE,1,0,,,,36.0,,"[-38.300625, -38.393436, -37.650936, -38.269688, -31.123125, -38.579063, -37.279686, -36.784687, -34.371563, -36.722813]",24.96278191806849,0.34999999999999987,"[Sag(val=0.22080651, steady_state=-101.9566, current_inj=-100.0), Sag(val=0.13515669, steady_state=-97.43041, current_inj=-80.0)]","[3.0, 4.1, 3.9, 3.9, 3.1, 5.4, 3.7, 3.8, 3.4, 3.6]","[77.405624, 79.292816, 77.99344, 78.85969, 71.49656, 78.73594, 77.622185, 76.229996, 74.21906, 76.44656]","[86.00624932183159, 46.64283303653493, 48.74589920043945, 52.57312520345052, 79.44062127007378, 26.2453130086263, 59.70937288724459, 58.638458251953125, 67.47187527743252, 63.70546976725261]",DRD,50.476190476190425,"[Tau(val=41.9, steady_state=-51.804306, current_inj=60.0), Tau(val=40.2, steady_state=-61.774487, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-36.747562408447266,2.2174999713897705,76.83018493652344,58.91792172248394,3.79
795,JJB230322/t32,DRD230322c,FP,PRE,2,0,,,,36.0,,"[-38.51719, -37.805626, -38.022186, -36.47531, -36.196877, -36.227814, -36.16594, -38.053123, -40.373436]",24.534595034494327,0.3249999999999999,"[Sag(val=0.22959335, steady_state=-101.11755, current_inj=-100.0), Sag(val=0.14941476, steady_state=-96.24705, current_inj=-80.0)]","[3.3, 3.9, 3.8, 3.5, 3.6, 3.6, 3.5, 3.7, 5.7]","[79.38563, 79.416565, 79.107185, 77.31281, 77.09625, 77.00343, 76.879684, 78.4575, 80.96344]","[72.16875249689275, 49.635353088378906, 56.505132402692524, 70.28437527743252, 64.24687703450522, 64.16952768961589, 69.8906222256747, 65.38124720255534, 26.117238690776208]",DRD,50.76923076923073,"[Tau(val=45.8, steady_state=-52.69045, current_inj=60.0), Tau(val=45.2, steady_state=-61.27885, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-37.537498474121094,1.3373678922653198,78.40249633789062,59.822125123169336,3.8444444444444446
796,JJB230322/t33,DRD230322c,FP,PRE,3,0,,,,35.0,,"[-36.10406, -35.145, -39.166874, -35.485313, -40.559063, -36.16594, -37.125, -35.02125]",23.79862129807644,0.3499999999999998,"[Sag(val=0.21930413, steady_state=-100.32209, current_inj=-100.0), Sag(val=0.13896206, steady_state=-95.81749, current_inj=-80.0)]","[3.1, 3.4, 4.3, 3.6, 4.7, 3.7, 3.8, 3.7]","[74.868744, 74.311874, 78.11719, 74.4975, 79.416565, 74.96156, 75.82781, 73.72406]","[74.86874389648438, 67.55624944513494, 45.951286764705884, 62.081247965494796, 37.81741187686012, 62.467969258626304, 58.32908630371094, 61.436716715494796]",DRD,56.19047619047613,"[Tau(val=42.6, steady_state=-51.72257, current_inj=60.0), Tau(val=35.0, steady_state=-60.610943, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-36.84656524658203,1.8821085691452026,75.71566009521484,58.81358902831402,3.7875
797,JJB230322/t34,DRD230322c,FP,PRE,4,0,,,,35.0,,"[-36.908436, -35.454376, -33.690937, -36.3825, -34.804688, -37.155937, -35.578125, -34.86656, -35.670937]",23.67524279858159,0.3249999999999999,"[Sag(val=0.18538141, steady_state=-98.8327, current_inj=-100.0), Sag(val=0.14426893, steady_state=-94.74244, current_inj=-80.0)]","[3.3, 3.6, 3.5, 4.0, 3.7, 5.0, 3.8, 3.8, 3.8]","[73.259995, 73.72406, 71.24906, 74.0025, 71.92969, 74.68312, 73.07437, 72.88875, 72.82687]","[66.59999500621448, 67.02187278053977, 64.7718741677024, 52.85893031529018, 59.94140625, 31.117966969807945, 56.211054875300476, 56.068267822265625, 56.02067213792067]",DRD,50.76923076923073,"[Tau(val=42.8, steady_state=-49.10781, current_inj=60.0), Tau(val=37.3, steady_state=-58.640476, current_inj=40.0)]",19.732772968253194,6.985579954276513,0.6060397553516819,0.5695752690277254,1150970353302775.2,-35.61249923706055,1.0320172309875488,73.07093811035156,56.73467114722684,3.8333333333333326
214,JJB221219/t13,DRD221219a,FP,TCB2,1,1,,,,,,"[-32.05125, -29.4525, -27.4725, -27.163124, -27.781876, -27.441563, -27.781876, -27.286875, -27.039375, -26.884687]",16.350427560062045,0.2666666666666666,"[Sag(val=0.15562102, steady_state=-99.12654, current_inj=-200.0), Sag(val=0.10516379, steady_state=-95.13611, current_inj=-170.0)]","[4.2, 4.4, 4.3, 4.4, 4.7, 4.6, 4.5, 4.7, 4.7, 4.6]","[78.42656, 74.80687, 72.42468, 71.218124, 71.651245, 71.18719, 71.18719, 70.692184, 70.32094, 70.10438]","[71.2968722256747, 62.33905792236328, 65.84062056107955, 64.74374944513494, 55.11634239783654, 59.32265599568685, 59.32265599568685, 54.378603421724755, 54.093029315655045, 58.42031478881836]",DRD,29.99999999999999,"[Tau(val=70.3, steady_state=-48.10533, current_inj=40.0), Tau(val=1015.4, steady_state=-60.8166, current_inj=10.0)]",16.61640978169382,6.022820524049081,0.6793290043290042,0.5086920117777654,-2715492824891646.0,-28.03556251525879,1.5023525953292847,72.2019271850586,60.48739020696608,4.51
215,JJB221219/t14,DRD221219a,FP,TCB2,2,1,,,,,,"[-30.720938, -27.936562, -27.905624, -26.575312, -26.9775, -27.936562, -26.327812, -27.905624, -26.884687, -27.503437]",15.638225604190636,0.23333333333333334,"[Sag(val=0.20774795, steady_state=-98.38138, current_inj=-200.0), Sag(val=0.18752052, steady_state=-93.42125, current_inj=-170.0)]","[3.9, 4.3, 4.8, 4.3, 4.4, 4.7, 4.4, 4.6, 4.7, 4.7]","[74.28094, 71.00156, 70.785, 69.392815, 69.609375, 70.81593, 68.95969, 70.692184, 68.92875, 69.57844]","[67.52812472256747, 64.54686945134942, 50.5607169015067, 57.82734553019206, 58.0078125, 54.473794790414665, 57.4664052327474, 54.378603421724755, 53.02211468036358, 57.982031504313156]",DRD,24.285714285714278,"[Tau(val=132.8, steady_state=-45.562798, current_inj=40.0)]",16.61640978169382,6.022820524049081,0.6793290043290042,0.5086920117777654,-2715492824891646.0,-27.667407989501953,1.1698344945907593,70.40446472167969,57.57938187351791,4.48
